	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.27285	272	8	1	11	1	1	0	2126	6	0	0.966137	 	0	0
UL	0.272896	272	8	12	11	1	1	0	2622	7	0	1.26163 	0	0.00196691
DL	0.27295	272	9	1	11	1	1	0	2126	6	0	1.00752	 	0	0
UL	0.272996	272	9	12	11	1	1	0	2622	7	0	1.22727 	0	0.000344641
DL	0.27305	273	0	1	11	1	1	0	2126	6	0	1.04685	 	0	0
UL	0.273096	273	0	12	11	1	1	0	2622	7	0	1.1899 	0	6.22794e-05
DL	0.27315	273	1	1	11	1	1	0	2126	6	0	1.08499	 	0	0
UL	0.273196	273	1	12	11	1	1	0	2622	7	0	1.15153 	0	0.00128029
DL	0.27325	273	2	1	11	1	1	0	2126	6	0	1.12293	 	0	0
UL	0.273296	273	2	12	11	1	1	0	2622	7	0	1.11311 	0	5.98983e-05
DL	0.27335	273	3	1	11	1	1	0	2126	6	0	1.16103	 	0	0
UL	0.273396	273	3	12	11	1	1	0	2622	7	0	1.07484 	0	5.07464e-06
DL	0.27345	273	4	1	11	1	1	0	2126	6	0	1.19893	 	0	0
UL	0.273496	273	4	12	11	1	1	0	2622	7	0	1.03615 	0	0.0111121
DL	0.27355	273	5	1	11	1	1	0	2126	6	0	1.23542	 	0	0
UL	0.273596	273	5	12	11	1	1	0	2622	7	0	0.996014 	0	0.00118744
DL	0.27365	273	6	1	11	1	1	0	2126	6	0	1.26824	 	0	0
UL	0.273696	273	6	12	11	1	1	0	2622	7	0	0.953676 	0	0.0437921
DL	0.27375	273	7	1	11	1	1	0	2126	6	0	1.29475	 	0	0
UL	0.273796	273	7	12	11	1	1	0	2622	7	0	0.908865 	0	0.0456331
DL	0.27385	273	8	1	11	1	1	0	2126	6	0	1.31252	 	0	0
UL	0.273896	273	8	12	11	1	1	0	2622	7	0	0.862036 	0	0.0204172
DL	0.27395	273	9	1	11	1	1	0	2126	6	0	1.3193	 	0	0
UL	0.273996	273	9	12	11	1	1	0	2622	7	0	0.814838 	0	0.112829
DL	0.27405	274	0	1	11	1	1	0	2126	6	0	1.3136	 	0	0
UL	0.274096	274	0	12	11	1	1	0	2622	7	0	0.769815 	0	0.0654489
DL	0.27415	274	1	1	11	1	1	0	2126	6	0	1.29543	 	0	0
UL	0.274196	274	1	12	11	1	1	0	2622	7	0	0.729849 	0	0.194863
DL	0.27425	274	2	1	11	1	1	0	2126	6	0	1.26607	 	0	0
UL	0.274296	274	2	12	11	1	1	0	2126	6	0	0.697904 	0	0
DL	0.27435	274	3	1	11	1	1	0	2126	6	0	1.22793	 	0	0
UL	0.274396	274	3	12	11	1	1	0	2622	7	0	0.676348 	1	0.712501
DL	0.27445	274	4	1	11	1	1	0	2126	6	0	1.18455	 	0	0
UL	0.274496	274	4	12	11	1	1	0	2126	6	0	0.666211 	0	0
DL	0.27455	274	5	1	11	1	1	0	2126	6	0	1.13996	 	0	0
UL	0.274596	274	5	12	11	1	1	0	2126	6	0	0.667053 	0	0
DL	0.27465	274	6	1	11	1	1	0	2126	6	0	1.0982	 	0	0
UL	0.274696	274	6	12	11	1	1	0	2126	6	0	0.676911 	0	0
DL	0.27475	274	7	1	11	1	1	0	2126	6	0	1.06272	 	0	0
UL	0.274796	274	7	12	11	1	1	0	2126	6	0	0.692556 	0	0
DL	0.27485	274	8	1	11	1	1	0	2126	6	0	1.03581	 	0	0
UL	0.274896	274	8	12	11	1	1	0	2126	6	0	0.71025 	0	0
DL	0.27495	274	9	1	11	1	1	0	2126	6	0	1.01849	 	0	0
UL	0.274996	274	9	12	11	1	1	0	2622	7	0	0.72633 	0	0.0249747
DL	0.27505	275	0	1	11	1	1	0	2126	6	0	1.01055	 	0	0
UL	0.275096	275	0	12	11	1	1	0	2622	7	0	0.737698 	0	0.350849
DL	0.27515	275	1	1	11	1	1	0	2126	6	0	1.01058	 	0	0
UL	0.275196	275	1	12	11	1	1	0	2126	6	0	0.742443 	0	0
DL	0.27525	275	2	1	11	1	1	0	2126	6	0	1.01671	 	0	0
UL	0.275296	275	2	12	11	1	1	0	2622	7	0	0.740133 	1	0.975196
DL	0.27535	275	3	1	11	1	1	0	2126	6	0	1.02726	 	0	0
UL	0.275396	275	3	12	11	1	1	0	2126	6	0	0.731684 	0	0
DL	0.27545	275	4	1	11	1	1	0	2126	6	0	1.0407	 	0	3.33067e-15
UL	0.275496	275	4	12	11	1	1	0	2126	6	0	0.71908 	0	0
DL	0.27555	275	5	1	11	1	1	0	2126	6	0	1.0562	 	0	0
UL	0.275596	275	5	12	11	1	1	0	2126	6	0	0.704984 	0	0
DL	0.27565	275	6	1	11	1	1	0	2126	6	0	1.07414	 	0	0
UL	0.275696	275	6	12	11	1	1	0	2126	6	0	0.692205 	0	0
DL	0.27575	275	7	1	11	1	1	0	2126	6	0	1.09536	 	0	0
UL	0.275796	275	7	12	11	1	1	0	2126	6	0	0.682985 	0	0
DL	0.27585	275	8	1	11	1	1	0	2126	6	0	1.12048	 	0	0
UL	0.275896	275	8	12	11	1	1	0	2126	6	0	0.678454 	0	0
DL	0.27595	275	9	1	11	1	1	0	2126	6	0	1.15003	 	0	0
UL	0.275996	275	9	12	11	1	1	0	2622	7	0	0.678693 	1	0.13212
DL	0.27605	276	0	1	11	1	1	0	2126	6	0	1.18405	 	0	0
UL	0.276096	276	0	12	11	1	1	0	2126	6	0	0.682862 	0	0
DL	0.27615	276	1	1	11	1	1	0	2126	6	0	1.22147	 	0	0
UL	0.276196	276	1	12	11	1	1	0	2126	6	0	0.689149 	0	0
DL	0.27625	276	2	1	11	1	1	0	2126	6	0	1.26009	 	0	0
UL	0.276296	276	2	12	11	1	1	0	2126	6	0	0.695275 	0	0
DL	0.27635	276	3	1	11	1	1	0	2126	6	0	1.29694	 	0	0
UL	0.276396	276	3	12	11	1	1	0	2622	7	0	0.699359 	0	0.0585902
DL	0.27645	276	4	1	11	1	1	0	2126	6	0	1.32862	 	0	0
UL	0.276496	276	4	12	11	1	1	0	2622	7	0	0.700348 	1	0.679182
DL	0.27655	276	5	1	11	1	1	0	2126	6	0	1.3518	 	0	0
UL	0.276596	276	5	12	11	1	1	0	2622	7	0	0.698144 	1	0.999059
DL	0.27665	276	6	1	11	1	1	0	2126	6	0	1.36366	 	0	0
UL	0.276696	276	6	12	11	1	1	0	2622	7	0	0.693689 	1	0.990008
DL	0.27675	276	7	1	11	1	1	0	2126	6	0	1.36235	 	0	0
UL	0.276796	276	7	12	11	1	1	0	2126	6	0	0.688808 	0	0
DL	0.27685	276	8	1	11	1	1	0	2126	6	0	1.34724	 	0	0
UL	0.276896	276	8	12	11	1	1	0	2126	6	0	0.685793 	0	0
DL	0.27695	276	9	1	11	1	1	0	2126	6	0	1.31909	 	0	0
UL	0.276996	276	9	12	11	1	1	0	2126	6	0	0.686801 	0	0
DL	0.27705	277	0	1	11	1	1	0	2126	6	0	1.27994	 	0	0
UL	0.277096	277	0	12	11	1	1	0	2126	6	0	0.693354 	0	0
DL	0.27715	277	1	1	11	1	1	0	2126	6	0	1.23274	 	0	0
UL	0.277196	277	1	12	11	1	1	0	2126	6	0	0.705973 	0	0
DL	0.27725	277	2	1	11	1	1	0	2126	6	0	1.1809	 	0	0
UL	0.277296	277	2	12	11	1	1	0	2622	7	0	0.723752 	1	0.761581
DL	0.27735	277	3	1	11	1	1	0	2126	6	0	1.12777	 	0	0
UL	0.277396	277	3	12	11	1	1	0	2126	6	0	0.744474 	0	0
DL	0.27745	277	4	1	11	1	1	0	2126	6	0	1.07626	 	0	0
UL	0.277496	277	4	12	11	1	1	0	2126	6	0	0.765347 	0	0
DL	0.27755	277	5	1	11	1	1	0	2126	6	0	1.02834	 	0	0
UL	0.277596	277	5	12	11	1	1	0	2126	6	0	0.783322 	0	0
DL	0.27765	277	6	1	11	1	1	0	2126	6	0	0.984824	 	0	0
UL	0.277696	277	6	12	11	1	1	0	2126	6	0	0.795357 	0	0
DL	0.27775	277	7	1	11	1	1	0	2126	6	0	0.945467	 	0	0
UL	0.277796	277	7	12	11	1	1	0	2126	6	0	0.799377 	0	0
DL	0.27785	277	8	1	11	1	1	0	2126	6	0	0.909281	 	0	0
UL	0.277896	277	8	12	11	1	1	0	2622	7	0	0.794814 	0	0.217132
DL	0.27795	277	9	1	11	1	1	0	2126	6	0	0.875078	 	0	0
UL	0.277996	277	9	12	11	1	1	0	2622	7	0	0.782359 	1	0.999374
DL	0.27805	278	0	1	11	1	1	0	2126	6	0	0.841888	 	0	0
UL	0.278096	278	0	12	11	1	1	0	2622	7	0	0.763984 	1	0.999958
DL	0.27815	278	1	1	11	1	1	0	2126	6	0	0.809309	 	0	0
UL	0.278196	278	1	12	11	1	1	0	2126	6	0	0.742872 	0	3.94818e-12
DL	0.27825	278	2	1	11	1	1	0	2126	6	0	0.777866	 	0	0
UL	0.278296	278	2	12	11	1	1	0	2126	6	0	0.722664 	0	1.36557e-14
DL	0.27835	278	3	1	11	1	1	0	2126	6	0	0.748987	 	0	1.63469e-12
UL	0.278396	278	3	12	11	1	1	0	2126	6	0	0.706838 	0	0
DL	0.27845	278	4	1	11	1	1	0	2126	6	0	0.724679	 	0	3.75167e-12
UL	0.278496	278	4	12	11	1	1	0	2126	6	0	0.698287 	0	0
DL	0.27855	278	5	1	11	1	1	0	2126	6	0	0.707125	 	0	1.62537e-13
UL	0.278596	278	5	12	11	1	1	0	2126	6	0	0.698713 	0	0
DL	0.27865	278	6	1	11	1	1	0	2126	6	0	0.698075	 	0	0
UL	0.278696	278	6	12	11	1	1	0	2126	6	0	0.708404 	0	1.03251e-13
DL	0.27875	278	7	1	11	1	1	0	2126	6	0	0.698324	 	0	0
UL	0.278796	278	7	12	11	1	1	0	2126	6	0	0.726444 	0	6.57674e-12
DL	0.27885	278	8	1	11	1	1	0	2126	6	0	0.70743	 	0	0
UL	0.278896	278	8	12	11	1	1	0	2126	6	0	0.751003 	0	8.84792e-12
DL	0.27895	278	9	1	11	1	1	0	2126	6	0	0.723535	 	0	4.40981e-13
UL	0.278996	278	9	12	11	1	1	0	2126	6	0	0.77989 	0	0
DL	0.27905	279	0	1	11	1	1	0	2126	6	0	0.743651	 	0	3.51386e-13
UL	0.279096	279	0	12	11	1	1	0	2126	6	0	0.811144 	0	0
DL	0.27915	279	1	1	11	1	1	0	2126	6	0	0.764263	 	0	7.92699e-14
UL	0.279196	279	1	12	11	1	1	0	2126	6	0	0.843426 	0	0
DL	0.27925	279	2	1	11	1	1	0	2126	6	0	0.781743	 	0	0
UL	0.279296	279	2	12	11	1	1	0	2126	6	0	0.876323 	0	0
DL	0.27935	279	3	1	11	1	1	0	2126	6	0	0.793011	 	0	0
UL	0.279396	279	3	12	11	1	1	0	2622	7	0	0.910321 	0	0.212657
DL	0.27945	279	4	1	11	1	1	0	2126	6	0	0.796251	 	0	0
UL	0.279496	279	4	12	11	1	1	0	2622	7	0	0.946431 	1	0.904379
DL	0.27955	279	5	1	11	1	1	0	2126	6	0	0.790904	 	0	0
UL	0.279596	279	5	12	11	1	1	0	2622	7	0	0.985841 	1	0.992852
DL	0.27965	279	6	1	11	1	1	0	2126	6	0	0.777699	 	0	0
UL	0.279696	279	6	12	11	1	1	0	2126	6	0	1.02949 	0	0
DL	0.27975	279	7	1	11	1	1	0	2126	6	0	0.758868	 	0	0
UL	0.279796	279	7	12	11	1	1	0	2126	6	0	1.0775 	0	0
DL	0.27985	279	8	1	11	1	1	0	2126	6	0	0.737492	 	0	0
UL	0.279896	279	8	12	11	1	1	0	2126	6	0	1.12893 	0	0
DL	0.27995	279	9	1	11	1	1	0	2126	6	0	0.716593	 	0	0
UL	0.279996	279	9	12	11	1	1	0	2126	6	0	1.1817 	0	0
DL	0.28005	280	0	1	11	1	1	0	2126	6	0	0.698929	 	0	0
UL	0.280096	280	0	12	11	1	1	0	2126	6	0	1.23283 	0	0
DL	0.28015	280	1	1	11	1	1	0	2126	6	0	0.686602	 	0	0
UL	0.280196	280	1	12	11	1	1	0	2126	6	0	1.27891 	0	0
DL	0.28025	280	2	1	11	1	1	0	2126	6	0	0.680346	 	0	0
UL	0.280296	280	2	12	11	1	1	0	2126	6	0	1.31659 	0	0
DL	0.28035	280	3	1	11	1	1	0	2126	6	0	0.679508	 	0	0
UL	0.280396	280	3	12	11	1	1	0	2126	6	0	1.34298 	0	0
DL	0.28045	280	4	1	11	1	1	0	2126	6	0	0.682475	 	0	0
UL	0.280496	280	4	12	11	1	1	0	2126	6	0	1.35618 	0	0
DL	0.28055	280	5	1	11	1	1	0	2126	6	0	0.687045	 	0	0
UL	0.280596	280	5	12	11	1	1	0	2126	6	0	1.35559 	0	0
DL	0.28065	280	6	1	11	1	1	0	2126	6	0	0.690953	 	0	5.32907e-15
UL	0.280696	280	6	12	11	1	1	0	2126	6	0	1.34197 	0	0
DL	0.28075	280	7	1	11	1	1	0	2126	6	0	0.692453	 	0	0
UL	0.280796	280	7	12	11	1	1	0	2622	7	0	1.31731 	0	2.49552e-09
DL	0.28085	280	8	1	11	1	1	0	2126	6	0	0.690721	 	0	0
UL	0.280896	280	8	12	11	1	1	0	2622	7	0	1.28451 	0	4.46743e-08
DL	0.28095	280	9	1	11	1	1	0	2126	6	0	0.685966	 	0	0
UL	0.280996	280	9	12	11	1	1	0	2622	7	0	1.24692 	0	2.50995e-06
DL	0.28105	281	0	1	11	1	1	0	2126	6	0	0.679342	 	0	0
UL	0.281096	281	0	12	11	1	1	0	2622	7	0	1.20792 	1	0.200384
DL	0.28115	281	1	1	11	1	1	0	2126	6	0	0.672807	 	0	0
UL	0.281196	281	1	12	11	1	1	0	2622	7	0	1.17042 	1	0.309719
DL	0.28125	281	2	1	11	1	1	0	2126	6	0	0.668633	 	0	0
UL	0.281296	281	2	12	11	1	1	0	2622	7	0	1.1365 	0	0.00350224
DL	0.28135	281	3	1	11	1	1	0	2126	6	0	0.668532	 	0	0
UL	0.281396	281	3	12	11	1	1	0	2126	6	0	1.10709 	0	0
DL	0.28145	281	4	1	11	1	1	0	2126	6	0	0.673238	 	0	0
UL	0.281496	281	4	12	11	1	1	0	2126	6	0	1.08207 	0	0
DL	0.28155	281	5	1	11	1	1	0	2126	6	0	0.682563	 	0	0
UL	0.281596	281	5	12	11	1	1	0	2622	7	0	1.06088 	0	0.0217856
DL	0.28165	281	6	1	11	1	1	0	2126	6	0	0.695246	 	0	0
UL	0.281696	281	6	12	11	1	1	0	2126	6	0	1.04288 	0	0
DL	0.28175	281	7	1	11	1	1	0	2126	6	0	0.708945	 	0	0
UL	0.281796	281	7	12	11	1	1	0	2126	6	0	1.02724 	0	7.32747e-14
DL	0.28185	281	8	1	11	1	1	0	2126	6	0	0.720834	 	0	0
UL	0.281896	281	8	12	11	1	1	0	2622	7	0	1.01369 	1	0.991226
DL	0.28195	281	9	1	11	1	1	0	2126	6	0	0.728303	 	0	1.33227e-15
UL	0.281996	281	9	12	11	1	1	0	2126	6	0	1.00318 	0	0
DL	0.28205	282	0	1	11	1	1	0	2126	6	0	0.729471	 	0	0
UL	0.282096	282	0	12	11	1	1	0	2126	6	0	0.997273 	0	0
DL	0.28215	282	1	1	11	1	1	0	2126	6	0	0.723562	 	0	0
UL	0.282196	282	1	12	11	1	1	0	2126	6	0	0.997677 	0	0
DL	0.28225	282	2	1	11	1	1	0	2126	6	0	0.71117	 	0	0
UL	0.282296	282	2	12	11	1	1	0	2126	6	0	1.00624 	0	0
DL	0.28235	282	3	1	11	1	1	0	2126	6	0	0.694366	 	0	0
UL	0.282396	282	3	12	11	1	1	0	2622	7	0	1.02427 	0	7.45582e-07
DL	0.28245	282	4	1	11	1	1	0	2126	6	0	0.676342	 	0	0
UL	0.282496	282	4	12	11	1	1	0	2622	7	0	1.05185 	0	3.29415e-06
DL	0.28255	282	5	1	11	1	1	0	2126	6	0	0.66079	 	0	0
UL	0.282596	282	5	12	11	1	1	0	2622	7	0	1.0878 	0	7.16895e-07
DL	0.28265	282	6	1	11	1	1	0	2126	6	0	0.651428	 	0	0
UL	0.282696	282	6	12	11	1	1	0	2622	7	0	1.1297 	0	2.71116e-11
DL	0.28275	282	7	1	11	1	1	0	2126	6	0	0.651377	 	0	0
UL	0.282796	282	7	12	11	1	1	0	2622	7	0	1.17398 	0	2.08283e-07
DL	0.28285	282	8	1	11	1	1	0	2126	6	0	0.662427	 	0	0
UL	0.282896	282	8	12	11	1	1	0	2622	7	0	1.2166 	0	8.73174e-10
DL	0.28295	282	9	1	11	1	1	0	2126	6	0	0.684857	 	0	0
UL	0.282996	282	9	12	11	1	1	0	2622	7	0	1.25354 	0	3.14726e-12
DL	0.28305	283	0	1	11	1	1	0	2126	6	0	0.717466	 	0	0
UL	0.283096	283	0	12	11	1	1	0	2622	7	0	1.28137 	0	5.57421e-12
DL	0.28315	283	1	1	11	1	1	0	2126	6	0	0.757777	 	0	0
UL	0.283196	283	1	12	11	1	1	0	2622	7	0	1.29781 	0	1.54365e-12
DL	0.28325	283	2	1	11	1	1	0	2126	6	0	0.802811	 	0	0
UL	0.283296	283	2	12	11	1	1	0	2622	7	0	1.30171 	0	2.7228e-10
DL	0.28335	283	3	1	11	1	1	0	2126	6	0	0.849711	 	0	0
UL	0.283396	283	3	12	11	1	1	0	2622	7	0	1.29323 	0	1.39291e-07
DL	0.28345	283	4	1	11	1	1	0	2126	6	0	0.896	 	0	0
UL	0.283496	283	4	12	11	1	1	0	2622	7	0	1.27398 	0	1.50136e-06
DL	0.28355	283	5	1	11	1	1	0	2126	6	0	0.940165	 	0	0
UL	0.283596	283	5	12	11	1	1	0	2622	7	0	1.24626 	0	0.0014333
DL	0.28365	283	6	1	11	1	1	0	2126	6	0	0.981861	 	0	0
UL	0.283696	283	6	12	11	1	1	0	2622	7	0	1.21253 	0	0.00220994
DL	0.28375	283	7	1	11	1	1	0	2126	6	0	1.02141	 	0	0
UL	0.283796	283	7	12	11	1	1	0	2622	7	0	1.17541 	0	1.82558e-05
DL	0.28385	283	8	1	11	1	1	0	2126	6	0	1.05963	 	0	0
UL	0.283896	283	8	12	11	1	1	0	2622	7	0	1.13708 	0	0.000910654
DL	0.28395	283	9	1	11	1	1	0	2126	6	0	1.09753	 	0	0
UL	0.283996	283	9	12	11	1	1	0	2622	7	0	1.09861 	0	0.000348418
DL	0.28405	284	0	1	11	1	1	0	2126	6	0	1.1356	 	0	0
UL	0.284096	284	0	12	11	1	1	0	2622	7	0	1.06031 	0	4.26669e-06
DL	0.28415	284	1	1	11	1	1	0	2126	6	0	1.17355	 	0	0
UL	0.284196	284	1	12	11	1	1	0	2622	7	0	1.02172 	0	0.00586839
DL	0.28425	284	2	1	11	1	1	0	2126	6	0	1.21033	 	0	0
UL	0.284296	284	2	12	11	1	1	0	2622	7	0	0.981824 	0	0.000661939
DL	0.28435	284	3	1	11	1	1	0	2126	6	0	1.24381	 	0	0
UL	0.284396	284	3	12	11	1	1	0	2622	7	0	0.939804 	1	0.0102889
DL	0.28445	284	4	1	11	1	1	0	2126	6	0	1.27136	 	0	0
UL	0.284496	284	4	12	11	1	1	0	2622	7	0	0.895317 	0	0.148809
DL	0.28455	284	5	1	11	1	1	0	2126	6	0	1.2905	 	0	0
UL	0.284596	284	5	12	11	1	1	0	2622	7	0	0.84868 	0	0.0225372
DL	0.28465	284	6	1	11	1	1	0	2126	6	0	1.29894	 	0	0
UL	0.284696	284	6	12	11	1	1	0	2622	7	0	0.801367 	0	0.138125
DL	0.28475	284	7	1	11	1	1	0	2126	6	0	1.29503	 	0	0
UL	0.284796	284	7	12	11	1	1	0	2126	6	0	0.755838 	0	0
DL	0.28485	284	8	1	11	1	1	0	2126	6	0	1.27857	 	0	0
UL	0.284896	284	8	12	11	1	1	0	2622	7	0	0.714941 	0	0.293063
DL	0.28495	284	9	1	11	1	1	0	2126	6	0	1.25066	 	0	0
UL	0.284996	284	9	12	11	1	1	0	2126	6	0	0.681657 	0	0
DL	0.28505	285	0	1	11	1	1	0	2126	6	0	1.21356	 	0	0
UL	0.285096	285	0	12	11	1	1	0	2126	6	0	0.658493 	0	0
DL	0.28515	285	1	1	11	1	1	0	2126	6	0	1.17066	 	0	0
UL	0.285196	285	1	12	11	1	1	0	2126	6	0	0.646693 	0	0
DL	0.28525	285	2	1	11	1	1	0	2126	6	0	1.12597	 	0	0
UL	0.285296	285	2	12	11	1	1	0	2126	6	0	0.646026 	0	0
DL	0.28535	285	3	1	11	1	1	0	2126	6	0	1.08355	 	0	0
UL	0.285396	285	3	12	11	1	1	0	2126	6	0	0.654747 	0	0
DL	0.28545	285	4	1	11	1	1	0	2126	6	0	1.04697	 	0	0
UL	0.285496	285	4	12	11	1	1	0	2126	6	0	0.669767 	0	0
DL	0.28555	285	5	1	11	1	1	0	2126	6	0	1.01872	 	0	0
UL	0.285596	285	5	12	11	1	1	0	2126	6	0	0.687374 	0	0
DL	0.28565	285	6	1	11	1	1	0	2126	6	0	0.999995	 	0	0
UL	0.285696	285	6	12	11	1	1	0	2126	6	0	0.70387 	0	0
DL	0.28575	285	7	1	11	1	1	0	2126	6	0	0.990756	 	0	0
UL	0.285796	285	7	12	11	1	1	0	2622	7	0	0.716037 	0	0.38384
DL	0.28585	285	8	1	11	1	1	0	2126	6	0	0.989732	 	0	0
UL	0.285896	285	8	12	11	1	1	0	2126	6	0	0.721764 	0	0
DL	0.28595	285	9	1	11	1	1	0	2126	6	0	0.995072	 	0	0
UL	0.285996	285	9	12	11	1	1	0	2622	7	0	0.720411 	1	0.999395
DL	0.28605	286	0	1	11	1	1	0	2126	6	0	1.00507	 	0	0
UL	0.286096	286	0	12	11	1	1	0	2126	6	0	0.712714 	0	0
DL	0.28615	286	1	1	11	1	1	0	2126	6	0	1.01815	 	0	2.13163e-14
UL	0.286196	286	1	12	11	1	1	0	2126	6	0	0.700527 	0	0
DL	0.28625	286	2	1	11	1	1	0	2126	6	0	1.03333	 	0	0
UL	0.286296	286	2	12	11	1	1	0	2126	6	0	0.686443 	0	0
DL	0.28635	286	3	1	11	1	1	0	2126	6	0	1.05084	 	0	0
UL	0.286396	286	3	12	11	1	1	0	2126	6	0	0.673293 	0	0
DL	0.28645	286	4	1	11	1	1	0	2126	6	0	1.07153	 	0	0
UL	0.286496	286	4	12	11	1	1	0	2126	6	0	0.663443 	0	0
DL	0.28655	286	5	1	11	1	1	0	2126	6	0	1.09603	 	0	0
UL	0.286596	286	5	12	11	1	1	0	2126	6	0	0.658191 	0	0
DL	0.28665	286	6	1	11	1	1	0	2126	6	0	1.1249	 	0	0
UL	0.286696	286	6	12	11	1	1	0	2622	7	0	0.657753 	0	0.22276
DL	0.28675	286	7	1	11	1	1	0	2126	6	0	1.1583	 	0	0
UL	0.286796	286	7	12	11	1	1	0	2126	6	0	0.661427 	0	0
DL	0.28685	286	8	1	11	1	1	0	2126	6	0	1.19532	 	0	0
UL	0.286896	286	8	12	11	1	1	0	2126	6	0	0.667525 	0	0
DL	0.28695	286	9	1	11	1	1	0	2126	6	0	1.23391	 	0	0
UL	0.286996	286	9	12	11	1	1	0	2126	6	0	0.673781 	0	0
DL	0.28705	287	0	1	11	1	1	0	2126	6	0	1.27119	 	0	0
UL	0.287096	287	0	12	11	1	1	0	2622	7	0	0.678218 	0	0.132424
DL	0.28715	287	1	1	11	1	1	0	2126	6	0	1.30379	 	0	0
UL	0.287196	287	1	12	11	1	1	0	2622	7	0	0.679654 	1	0.493044
DL	0.28725	287	2	1	11	1	1	0	2126	6	0	1.32835	 	0	0
UL	0.287296	287	2	12	11	1	1	0	2622	7	0	0.677848 	1	0.999733
DL	0.28735	287	3	1	11	1	1	0	2126	6	0	1.34195	 	0	0
UL	0.287396	287	3	12	11	1	1	0	2126	6	0	0.673595 	0	6.66134e-16
DL	0.28745	287	4	1	11	1	1	0	2126	6	0	1.34256	 	0	0
UL	0.287496	287	4	12	11	1	1	0	2126	6	0	0.668616 	0	0
DL	0.28755	287	5	1	11	1	1	0	2126	6	0	1.32938	 	0	0
UL	0.287596	287	5	12	11	1	1	0	2126	6	0	0.665168 	0	0
DL	0.28765	287	6	1	11	1	1	0	2126	6	0	1.30297	 	0	0
UL	0.287696	287	6	12	11	1	1	0	2126	6	0	0.665465 	0	0
DL	0.28775	287	7	1	11	1	1	0	2126	6	0	1.2652	 	0	0
UL	0.287796	287	7	12	11	1	1	0	2126	6	0	0.671142 	0	0
DL	0.28785	287	8	1	11	1	1	0	2126	6	0	1.21894	 	0	0
UL	0.287896	287	8	12	11	1	1	0	2126	6	0	0.682889 	0	0
DL	0.28795	287	9	1	11	1	1	0	2126	6	0	1.16752	 	0	0
UL	0.287996	287	9	12	11	1	1	0	2126	6	0	0.700018 	0	0
DL	0.28805	288	0	1	11	1	1	0	2126	6	0	1.11435	 	0	0
UL	0.288096	288	0	12	11	1	1	0	2126	6	0	0.72046 	0	0
DL	0.28815	288	1	1	11	1	1	0	2126	6	0	1.06245	 	0	0
UL	0.288196	288	1	12	11	1	1	0	2126	6	0	0.741468 	0	0
DL	0.28825	288	2	1	11	1	1	0	2126	6	0	1.01391	 	0	0
UL	0.288296	288	2	12	11	1	1	0	2126	6	0	0.760027 	0	0
DL	0.28835	288	3	1	11	1	1	0	2126	6	0	0.969731	 	0	0
UL	0.288396	288	3	12	11	1	1	0	2126	6	0	0.773047 	0	0
DL	0.28845	288	4	1	11	1	1	0	2126	6	0	0.929805	 	0	0
UL	0.288496	288	4	12	11	1	1	0	2126	6	0	0.778255 	0	0
DL	0.28855	288	5	1	11	1	1	0	2126	6	0	0.893215	 	0	0
UL	0.288596	288	5	12	11	1	1	0	2126	6	0	0.774879 	0	0
DL	0.28865	288	6	1	11	1	1	0	2126	6	0	0.858772	 	0	0
UL	0.288696	288	6	12	11	1	1	0	2622	7	0	0.763439 	1	0.996933
DL	0.28875	288	7	1	11	1	1	0	2126	6	0	0.825455	 	0	0
UL	0.288796	288	7	12	11	1	1	0	2622	7	0	0.745712 	1	0.999979
DL	0.28885	288	8	1	11	1	1	0	2126	6	0	0.792756	 	0	0
UL	0.288896	288	8	12	11	1	1	0	2126	6	0	0.724745 	0	7.02771e-13
DL	0.28895	288	9	1	11	1	1	0	2126	6	0	0.761057	 	0	0
UL	0.288996	288	9	12	11	1	1	0	2126	6	0	0.704163 	0	3.83826e-12
DL	0.28905	289	0	1	11	1	1	0	2126	6	0	0.731674	 	0	1.42069e-10
UL	0.289096	289	0	12	11	1	1	0	2126	6	0	0.68749 	0	0
DL	0.28915	289	1	1	11	1	1	0	2126	6	0	0.706553	 	0	1.99597e-11
UL	0.289196	289	1	12	11	1	1	0	2126	6	0	0.677738 	0	0
DL	0.28925	289	2	1	11	1	1	0	2126	6	0	0.687886	 	0	1.46283e-12
UL	0.289296	289	2	12	11	1	1	0	2126	6	0	0.676807 	0	0
DL	0.28935	289	3	1	11	1	1	0	2126	6	0	0.677522	 	0	0
UL	0.289396	289	3	12	11	1	1	0	2126	6	0	0.685182 	0	4.75953e-13
DL	0.28945	289	4	1	11	1	1	0	2126	6	0	0.676413	 	0	0
UL	0.289496	289	4	12	11	1	1	0	2126	6	0	0.7021 	0	9.06475e-12
DL	0.28955	289	5	1	11	1	1	0	2126	6	0	0.684311	 	0	0
UL	0.289596	289	5	12	11	1	1	0	2126	6	0	0.725836 	0	2.11864e-12
DL	0.28965	289	6	1	11	1	1	0	2126	6	0	0.699555	 	0	1.29896e-14
UL	0.289696	289	6	12	11	1	1	0	2126	6	0	0.75421 	0	0
DL	0.28975	289	7	1	11	1	1	0	2126	6	0	0.719281	 	0	1.45723e-11
UL	0.289796	289	7	12	11	1	1	0	2126	6	0	0.785203 	0	0
DL	0.28985	289	8	1	11	1	1	0	2126	6	0	0.740023	 	0	1.94178e-13
