	time	frame	subF	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
DL	0.40655	406	5	1	11	1	1	0	3118	8	0	3.59485	 	0	1.18216e-05
UL	0.406596	406	5	12	11	1	1	0	3118	8	0	3.39105 	0	1.35669e-12
DL	0.40665	406	6	1	11	1	1	0	3118	8	0	3.59654	 	0	0
UL	0.406696	406	6	12	11	1	1	0	3118	8	0	3.62477 	0	0
DL	0.40675	406	7	1	11	1	1	0	3118	8	0	3.71938	 	0	2.04786e-11
UL	0.406796	406	7	12	11	1	1	0	3118	8	0	3.90881 	0	0
DL	0.40685	406	8	1	11	1	1	0	3118	8	0	3.92421	 	0	0.000853722
UL	0.406896	406	8	12	11	1	1	0	3118	8	0	4.17906 	0	0
DL	0.40695	406	9	1	11	1	1	0	3118	8	0	4.15427	 	0	0
UL	0.406996	406	9	12	11	1	1	0	3617	9	0	4.3855 	0	1.14877e-05
DL	0.40705	407	0	1	11	1	1	0	3118	8	0	4.35413	 	0	0
UL	0.407096	407	0	12	11	1	1	0	3617	9	0	4.49723 	0	7.23982e-07
DL	0.40715	407	1	1	11	1	1	0	3118	8	0	4.48125	 	0	0
UL	0.407196	407	1	12	11	1	1	0	3617	9	0	4.50164 	0	9.16709e-05
DL	0.40725	407	2	1	11	1	1	0	3118	8	0	4.50981	 	0	0
UL	0.407296	407	2	12	11	1	1	0	3617	9	0	4.40281 	0	0.0515478
DL	0.40735	407	3	1	11	1	1	0	3118	8	0	4.43059	 	0	0
UL	0.407396	407	3	12	11	1	1	0	3617	9	0	4.22124 	0	0.0121607
DL	0.40745	407	4	1	11	1	1	0	3118	8	0	4.25078	 	0	0
UL	0.407496	407	4	12	11	1	1	0	3617	9	0	3.99431 	1	0.998604
DL	0.40755	407	5	1	11	1	1	0	3118	8	0	3.99529	 	0	0
UL	0.407596	407	5	12	11	1	1	0	3617	9	0	3.7742 	1	0.999995
DL	0.40765	407	6	1	11	1	1	0	3118	8	0	3.70826	 	0	0
UL	0.407696	407	6	12	11	1	1	0	3617	9	0	3.61905 	0	0.162522
DL	0.40775	407	7	1	11	1	1	0	3118	8	0	3.45046	 	0	0
UL	0.407796	407	7	12	11	1	1	0	3118	8	0	3.5758 	0	7.29092e-08
DL	0.40785	407	8	1	11	1	1	0	3118	8	0	3.28733	 	0	6.0383e-09
UL	0.407896	407	8	12	11	1	1	0	3118	8	0	3.66091 	0	7.1887e-08
DL	0.40795	407	9	1	11	1	1	0	3118	8	0	3.26674	 	0	0
UL	0.407996	407	9	12	11	1	1	0	3118	8	0	3.85222 	0	0
DL	0.40805	408	0	1	11	1	1	0	3118	8	0	3.39675	 	0	0
UL	0.408096	408	0	12	11	1	1	0	3118	8	0	4.0995 	0	0
DL	0.40815	408	1	1	11	1	1	0	3118	8	0	3.6411	 	0	0
UL	0.408196	408	1	12	11	1	1	0	3118	8	0	4.34462 	0	0
DL	0.40825	408	2	1	11	1	1	0	3118	8	0	3.937	 	0	0
UL	0.408296	408	2	12	11	1	1	0	3617	9	0	4.53729 	0	0
DL	0.40835	408	3	1	11	1	1	0	3118	8	0	4.21977	 	0	0
UL	0.408396	408	3	12	11	1	1	0	3617	9	0	4.6421 	0	0
DL	0.40845	408	4	1	11	1	1	0	3118	8	0	4.43854	 	0	0
UL	0.408496	408	4	12	11	1	1	0	3617	9	0	4.6402 	0	0
DL	0.40855	408	5	1	11	1	1	0	3118	8	0	4.56098	 	0	0
UL	0.408596	408	5	12	11	1	1	0	3617	9	0	4.52856 	0	7.04992e-14
DL	0.40865	408	6	1	11	1	1	0	3118	8	0	4.57252	 	0	0
UL	0.408696	408	6	12	11	1	1	0	3617	9	0	4.31989 	0	0
DL	0.40875	408	7	1	11	1	1	0	3118	8	0	4.47479	 	0	0
UL	0.408796	408	7	12	11	1	1	0	3617	9	0	4.04424 	0	2.73785e-08
DL	0.40885	408	8	1	11	1	1	0	3118	8	0	4.28533	 	0	0
UL	0.408896	408	8	12	11	1	1	0	3617	9	0	3.75009 	0	2.80515e-09
DL	0.40895	408	9	1	11	1	1	0	3118	8	0	4.03828	 	0	0
UL	0.408996	408	9	12	11	1	1	0	3617	9	0	3.50015 	0	9.75238e-10
DL	0.40905	409	0	1	11	1	1	0	3118	8	0	3.78366	 	0	0
UL	0.409096	409	0	12	11	1	1	0	3617	9	0	3.3571 	0	0.00555151
DL	0.40915	409	1	1	11	1	1	0	3118	8	0	3.58094	 	0	0
UL	0.409196	409	1	12	11	1	1	0	3617	9	0	3.36023 	0	0.173328
DL	0.40925	409	2	1	11	1	1	0	3118	8	0	3.48337	 	0	3.07219e-06
UL	0.409296	409	2	12	11	1	1	0	3617	9	0	3.50655 	0	0.0071457
DL	0.40935	409	3	1	11	1	1	0	3118	8	0	3.51725	 	0	0
UL	0.409396	409	3	12	11	1	1	0	3617	9	0	3.75234 	0	1.77791e-11
DL	0.40945	409	4	1	11	1	1	0	3118	8	0	3.66944	 	0	0
UL	0.409496	409	4	12	11	1	1	0	3118	8	0	4.03399 	0	0
DL	0.40955	409	5	1	11	1	1	0	3118	8	0	3.89384	 	0	0
UL	0.409596	409	5	12	11	1	1	0	3617	9	0	4.2907 	0	1.62703e-12
DL	0.40965	409	6	1	11	1	1	0	3118	8	0	4.13118	 	0	0
UL	0.409696	409	6	12	11	1	1	0	3617	9	0	4.47707 	0	0
DL	0.40975	409	7	1	11	1	1	0	3118	8	0	4.32746	 	0	0
UL	0.409796	409	7	12	11	1	1	0	3617	9	0	4.56634 	0	0
DL	0.40985	409	8	1	11	1	1	0	3118	8	0	4.44337	 	0	0
UL	0.409896	409	8	12	11	1	1	0	3617	9	0	4.54958 	0	4.21885e-14
DL	0.40995	409	9	1	11	1	1	0	3118	8	0	4.45678	 	0	0
UL	0.409996	409	9	12	11	1	1	0	3617	9	0	4.43444 	0	0
DL	0.41005	410	0	1	11	1	1	0	3118	8	0	4.36239	 	0	0
UL	0.410096	410	0	12	11	1	1	0	3617	9	0	4.2448 	0	1.98308e-11
DL	0.41015	410	1	1	11	1	1	0	3118	8	0	4.17162	 	0	0
UL	0.410196	410	1	12	11	1	1	0	3617	9	0	4.02081 	1	0.746928
DL	0.41025	410	2	1	11	1	1	0	3118	8	0	3.91399	 	0	0
UL	0.410296	410	2	12	11	1	1	0	3617	9	0	3.81576 	0	2.12042e-07
DL	0.41035	410	3	1	11	1	1	0	3118	8	0	3.63803	 	0	0
UL	0.410396	410	3	12	11	1	1	0	3617	9	0	3.68564 	0	0.015577
DL	0.41045	410	4	1	11	1	1	0	3118	8	0	3.40682	 	0	1.11022e-15
UL	0.410496	410	4	12	11	1	1	0	3118	8	0	3.67102 	0	0
DL	0.41055	410	5	1	11	1	1	0	3118	8	0	3.28345	 	0	0
UL	0.410596	410	5	12	11	1	1	0	3617	9	0	3.77964 	0	0.00558705
DL	0.41065	410	6	1	11	1	1	0	3118	8	0	3.30744	 	0	0
UL	0.410696	410	6	12	11	1	1	0	3617	9	0	3.98263 	1	0.1725
DL	0.41075	410	7	1	11	1	1	0	3118	8	0	3.47549	 	0	0
UL	0.410796	410	7	12	11	1	1	0	3118	8	0	4.22784 	0	0
DL	0.41085	410	8	1	11	1	1	0	3118	8	0	3.7432	 	0	0
UL	0.410896	410	8	12	11	1	1	0	3617	9	0	4.45897 	0	1.65982e-07
DL	0.41095	410	9	1	11	1	1	0	3118	8	0	4.04598	 	0	0
UL	0.410996	410	9	12	11	1	1	0	3118	8	0	4.62934 	0	0
DL	0.41105	411	0	1	11	1	1	0	3118	8	0	4.32203	 	0	0
UL	0.411096	411	0	12	11	1	1	0	3617	9	0	4.70755 	0	4.53408e-10
DL	0.41115	411	1	1	11	1	1	0	3118	8	0	4.52523	 	0	0
UL	0.411196	411	1	12	11	1	1	0	3617	9	0	4.67807 	0	2.43694e-13
DL	0.41125	411	2	1	11	1	1	0	3118	8	0	4.62794	 	0	0
UL	0.411296	411	2	12	11	1	1	0	3617	9	0	4.54079 	0	9.88109e-08
DL	0.41135	411	3	1	11	1	1	0	3118	8	0	4.61959	 	0	0
UL	0.411396	411	3	12	11	1	1	0	3617	9	0	4.31153 	0	0
DL	0.41145	411	4	1	11	1	1	0	3118	8	0	4.50544	 	0	0
UL	0.411496	411	4	12	11	1	1	0	3617	9	0	4.02363 	0	3.79477e-08
DL	0.41155	411	5	1	11	1	1	0	3118	8	0	4.30649	 	0	0
UL	0.411596	411	5	12	11	1	1	0	3617	9	0	3.72832 	0	1.54809e-11
DL	0.41165	411	6	1	11	1	1	0	3118	8	0	4.05997	 	0	0
UL	0.411696	411	6	12	11	1	1	0	3617	9	0	3.48912 	0	2.22045e-15
DL	0.41175	411	7	1	11	1	1	0	3118	8	0	3.81774	 	0	0
UL	0.411796	411	7	12	11	1	1	0	3617	9	0	3.36555 	0	0.00375042
DL	0.41185	411	8	1	11	1	1	0	3118	8	0	3.63813	 	0	0
UL	0.411896	411	8	12	11	1	1	0	3617	9	0	3.38965 	1	0.0338337
DL	0.41195	411	9	1	11	1	1	0	3118	8	0	3.56895	 	0	0
UL	0.411996	411	9	12	11	1	1	0	3617	9	0	3.55017 	0	0.0224157
DL	0.41205	412	0	1	11	1	1	0	3118	8	0	3.62813	 	0	3.33067e-15
UL	0.412096	412	0	12	11	1	1	0	3617	9	0	3.79817 	1	0.629003
DL	0.41215	412	1	1	11	1	1	0	3118	8	0	3.79519	 	0	1.4459e-11
UL	0.412196	412	1	12	11	1	1	0	3617	9	0	4.06943 	0	0.0002238
DL	0.41225	412	2	1	11	1	1	0	3118	8	0	4.02091	 	0	9.99201e-15
UL	0.412296	412	2	12	11	1	1	0	3617	9	0	4.30572 	0	7.39213e-07
DL	0.41235	412	3	1	11	1	1	0	3118	8	0	4.24732	 	0	6.49591e-11
UL	0.412396	412	3	12	11	1	1	0	3118	8	0	4.4652 	0	0
DL	0.41245	412	4	1	11	1	1	0	3118	8	0	4.42401	 	0	0
UL	0.412496	412	4	12	11	1	1	0	3617	9	0	4.52449 	0	3.77476e-14
DL	0.41255	412	5	1	11	1	1	0	3118	8	0	4.51589	 	0	0
UL	0.412596	412	5	12	11	1	1	0	3617	9	0	4.47777 	0	8.08699e-07
DL	0.41265	412	6	1	11	1	1	0	3118	8	0	4.50466	 	0	0
UL	0.412696	412	6	12	11	1	1	0	3617	9	0	4.33577 	0	0.707221
DL	0.41275	412	7	1	11	1	1	0	3118	8	0	4.38846	 	0	0
UL	0.412796	412	7	12	11	1	1	0	3617	9	0	4.12586 	0	0.020236
DL	0.41285	412	8	1	11	1	1	0	3118	8	0	4.18246	 	0	0
UL	0.412896	412	8	12	11	1	1	0	3617	9	0	3.89189 	1	0.999963
DL	0.41295	412	9	1	11	1	1	0	3118	8	0	3.91998	 	0	0
UL	0.412996	412	9	12	11	1	1	0	3118	8	0	3.68987 	0	1.21569e-13
DL	0.41305	413	0	1	11	1	1	0	3118	8	0	3.6524	 	0	0
UL	0.413096	413	0	12	11	1	1	0	3617	9	0	3.57555 	0	0.187515
DL	0.41315	413	1	1	11	1	1	0	3118	8	0	3.44321	 	0	0
UL	0.413196	413	1	12	11	1	1	0	3118	8	0	3.58477 	0	0
DL	0.41325	413	2	1	11	1	1	0	3118	8	0	3.35148	 	0	0
UL	0.413296	413	2	12	11	1	1	0	3118	8	0	3.71729 	0	0
DL	0.41335	413	3	1	11	1	1	0	3118	8	0	3.40786	 	0	0
UL	0.413396	413	3	12	11	1	1	0	3118	8	0	3.93694 	0	0
DL	0.41345	413	4	1	11	1	1	0	3118	8	0	3.59934	 	0	0
UL	0.413496	413	4	12	11	1	1	0	3118	8	0	4.18771 	0	0
DL	0.41355	413	5	1	11	1	1	0	3118	8	0	3.87612	 	0	0
UL	0.413596	413	5	12	11	1	1	0	3617	9	0	4.41318 	0	8.09599e-06
DL	0.41365	413	6	1	11	1	1	0	3118	8	0	4.17386	 	0	0
UL	0.413696	413	6	12	11	1	1	0	3617	9	0	4.56894 	0	3.5083e-13
DL	0.41375	413	7	1	11	1	1	0	3118	8	0	4.43438	 	0	0
UL	0.413796	413	7	12	11	1	1	0	3617	9	0	4.62655 	0	3.43635e-09
DL	0.41385	413	8	1	11	1	1	0	3118	8	0	4.61596	 	0	0
UL	0.413896	413	8	12	11	1	1	0	3617	9	0	4.57358 	0	6.66134e-15
DL	0.41395	413	9	1	11	1	1	0	3118	8	0	4.69495	 	0	0
UL	0.413996	413	9	12	11	1	1	0	3617	9	0	4.41326 	0	0
DL	0.41405	414	0	1	11	1	1	0	3118	8	0	4.66429	 	0	0
UL	0.414096	414	0	12	11	1	1	0	3617	9	0	4.16515 	0	1.49413e-08
DL	0.41415	414	1	1	11	1	1	0	3118	8	0	4.53241	 	0	0
UL	0.414196	414	1	12	11	1	1	0	3617	9	0	3.86685 	0	4.6872e-05
DL	0.41425	414	2	1	11	1	1	0	3118	8	0	4.32334	 	0	0
UL	0.414296	414	2	12	11	1	1	0	3617	9	0	3.57383 	0	6.76376e-06
DL	0.41435	414	3	1	11	1	1	0	3118	8	0	4.07705	 	0	0
UL	0.414396	414	3	12	11	1	1	0	3617	9	0	3.35177 	0	0.00122449
DL	0.41445	414	4	1	11	1	1	0	3118	8	0	3.84662	 	0	0
UL	0.414496	414	4	12	11	1	1	0	3617	9	0	3.2575 	0	0.00202516
DL	0.41455	414	5	1	11	1	1	0	3118	8	0	3.68831	 	0	0
UL	0.414596	414	5	12	11	1	1	0	3617	9	0	3.31488 	0	0.194515
DL	0.41465	414	6	1	11	1	1	0	3118	8	0	3.64405	 	0	2.33147e-14
UL	0.414696	414	6	12	11	1	1	0	3617	9	0	3.50267 	0	0.044784
DL	0.41475	414	7	1	11	1	1	0	3118	8	0	3.72358	 	0	0
UL	0.414796	414	7	12	11	1	1	0	3617	9	0	3.76547 	1	0.518659
DL	0.41485	414	8	1	11	1	1	0	3118	8	0	3.89982	 	0	0
UL	0.414896	414	8	12	11	1	1	0	3118	8	0	4.03771 	0	0
DL	0.41495	414	9	1	11	1	1	0	3118	8	0	4.12132	 	0	0
UL	0.414996	414	9	12	11	1	1	0	3617	9	0	4.2631 	0	8.16847e-11
DL	0.41505	415	0	1	11	1	1	0	3118	8	0	4.33174	 	0	0
UL	0.415096	415	0	12	11	1	1	0	3118	8	0	4.4033 	0	0
DL	0.41515	415	1	1	11	1	1	0	3118	8	0	4.48414	 	0	0
UL	0.415196	415	1	12	11	1	1	0	3617	9	0	4.43881 	0	0
DL	0.41525	415	2	1	11	1	1	0	3118	8	0	4.54709	 	0	0
UL	0.415296	415	2	12	11	1	1	0	3617	9	0	4.36735 	0	0
DL	0.41535	415	3	1	11	1	1	0	3118	8	0	4.50551	 	0	0
UL	0.415396	415	3	12	11	1	1	0	3617	9	0	4.20321 	0	1.48196e-10
DL	0.41545	415	4	1	11	1	1	0	3118	8	0	4.3606	 	0	0
UL	0.415496	415	4	12	11	1	1	0	3617	9	0	3.97787 	0	3.80274e-11
DL	0.41555	415	5	1	11	1	1	0	3118	8	0	4.13076	 	0	0
UL	0.415596	415	5	12	11	1	1	0	3617	9	0	3.73925 	0	2.27293e-06
DL	0.41565	415	6	1	11	1	1	0	3118	8	0	3.85288	 	0	0
UL	0.415696	415	6	12	11	1	1	0	3617	9	0	3.54596 	0	7.86056e-08
DL	0.41575	415	7	1	11	1	1	0	3118	8	0	3.58154	 	0	0
UL	0.415796	415	7	12	11	1	1	0	3617	9	0	3.45285 	1	0.977196
DL	0.41585	415	8	1	11	1	1	0	3118	8	0	3.38141	 	0	3.33067e-15
UL	0.415896	415	8	12	11	1	1	0	3617	9	0	3.49012 	1	0.992468
DL	0.41595	415	9	1	11	1	1	0	3118	8	0	3.30847	 	0	0
UL	0.415996	415	9	12	11	1	1	0	3617	9	0	3.6491 	0	3.98935e-07
DL	0.41605	416	0	1	11	1	1	0	3118	8	0	3.38606	 	0	0
UL	0.416096	416	0	12	11	1	1	0	3118	8	0	3.88646 	0	0
DL	0.41615	416	1	1	11	1	1	0	3118	8	0	3.59297	 	0	0
UL	0.416196	416	1	12	11	1	1	0	3118	8	0	4.1431 	0	2.22045e-15
DL	0.41625	416	2	1	11	1	1	0	3118	8	0	3.87416	 	0	0
UL	0.416296	416	2	12	11	1	1	0	3617	9	0	4.36335 	0	9.45754e-09
DL	0.41635	416	3	1	11	1	1	0	3118	8	0	4.16447	 	0	0
UL	0.416396	416	3	12	11	1	1	0	3617	9	0	4.50545 	0	0
DL	0.41645	416	4	1	11	1	1	0	3118	8	0	4.40783	 	0	0
UL	0.416496	416	4	12	11	1	1	0	3118	8	0	4.54433 	0	0
DL	0.41655	416	5	1	11	1	1	0	3118	8	0	4.56569	 	0	0
UL	0.416596	416	5	12	11	1	1	0	3617	9	0	4.47109 	0	2.07798e-10
DL	0.41665	416	6	1	11	1	1	0	3118	8	0	4.61762	 	0	0
UL	0.416696	416	6	12	11	1	1	0	3617	9	0	4.29275 	0	0
DL	0.41675	416	7	1	11	1	1	0	3118	8	0	4.55954	 	0	0
UL	0.416796	416	7	12	11	1	1	0	3617	9	0	4.03324 	0	6.49621e-05
DL	0.41685	416	8	1	11	1	1	0	3118	8	0	4.40291	 	0	0
UL	0.416896	416	8	12	11	1	1	0	3617	9	0	3.73504 	0	6.34578e-05
DL	0.41695	416	9	1	11	1	1	0	3118	8	0	4.17553	 	0	0
UL	0.416996	416	9	12	11	1	1	0	3617	9	0	3.45769 	0	0.208541
DL	0.41705	417	0	1	11	1	1	0	3118	8	0	3.92133	 	0	0
UL	0.417096	417	0	12	11	1	1	0	3617	9	0	3.26756 	1	0.447877
DL	0.41715	417	1	1	11	1	1	0	3118	8	0	3.69623	 	0	2.8999e-12
UL	0.417196	417	1	12	11	1	1	0	3617	9	0	3.21622 	1	0.988968
DL	0.41725	417	2	1	11	1	1	0	3118	8	0	3.55656	 	0	8.40622e-05
UL	0.417296	417	2	12	11	1	1	0	3118	8	0	3.31693 	0	1.09584e-09
DL	0.41735	417	3	1	11	1	1	0	3118	8	0	3.53964	 	0	1.11022e-15
UL	0.417396	417	3	12	11	1	1	0	3118	8	0	3.53801 	0	0
DL	0.41745	417	4	1	11	1	1	0	3118	8	0	3.64688	 	0	5.23193e-12
UL	0.417496	417	4	12	11	1	1	0	3118	8	0	3.81895 	0	0
DL	0.41755	417	5	1	11	1	1	0	3118	8	0	3.84327	 	0	0.00450082
UL	0.417596	417	5	12	11	1	1	0	3118	8	0	4.09464 	0	0
DL	0.41765	417	6	1	11	1	1	0	3118	8	0	4.0733	 	0	0
UL	0.417696	417	6	12	11	1	1	0	3617	9	0	4.31253 	0	0.000370614
DL	0.41775	417	7	1	11	1	1	0	3118	8	0	4.28044	 	0	0
UL	0.417796	417	7	12	11	1	1	0	3617	9	0	4.43894 	0	9.48042e-07
DL	0.41785	417	8	1	11	1	1	0	3118	8	0	4.41991	 	0	4.03566e-13
UL	0.417896	417	8	12	11	1	1	0	3617	9	0	4.4588 	0	3.01901e-06
DL	0.41795	417	9	1	11	1	1	0	3118	8	0	4.46347	 	0	0
UL	0.417996	417	9	12	11	1	1	0	3617	9	0	4.37383 	0	0.173742
DL	0.41805	418	0	1	11	1	1	0	3118	8	0	4.39958	 	0	0
UL	0.418096	418	0	12	11	1	1	0	3617	9	0	4.20217 	0	0.0148732
DL	0.41815	418	1	1	11	1	1	0	3118	8	0	4.23304	 	0	0
UL	0.418196	418	1	12	11	1	1	0	3617	9	0	3.97879 	1	0.935766
DL	0.41825	418	2	1	11	1	1	0	3118	8	0	3.98609	 	0	0
UL	0.418296	418	2	12	11	1	1	0	3118	8	0	3.75412 	0	3.11913e-05
DL	0.41835	418	3	1	11	1	1	0	3118	8	0	3.70014	 	0	0
UL	0.418396	418	3	12	11	1	1	0	3617	9	0	3.58631 	0	0.504286
DL	0.41845	418	4	1	11	1	1	0	3118	8	0	3.43404	 	0	0
UL	0.418496	418	4	12	11	1	1	0	3118	8	0	3.52517 	0	1.92256e-09
DL	0.41855	418	5	1	11	1	1	0	3118	8	0	3.25375	 	0	1.3464e-07
UL	0.418596	418	5	12	11	1	1	0	3118	8	0	3.59241 	0	2.33395e-06
DL	0.41865	418	6	1	11	1	1	0	3118	8	0	3.21119	 	0	0
UL	0.418696	418	6	12	11	1	1	0	3118	8	0	3.77117 	0	0
DL	0.41875	418	7	1	11	1	1	0	3118	8	0	3.32097	 	0	1.11022e-15
UL	0.418796	418	7	12	11	1	1	0	3118	8	0	4.01401 	0	0
DL	0.41885	418	8	1	11	1	1	0	3118	8	0	3.55247	 	0	0
UL	0.418896	418	8	12	11	1	1	0	3118	8	0	4.2628 	0	0
DL	0.41895	418	9	1	11	1	1	0	3118	8	0	3.84514	 	0	0
UL	0.418996	418	9	12	11	1	1	0	3118	8	0	4.46549 	0	0
DL	0.41905	419	0	1	11	1	1	0	3118	8	0	4.13329	 	0	0
UL	0.419096	419	0	12	11	1	1	0	3617	9	0	4.58437 	0	0
DL	0.41915	419	1	1	11	1	1	0	3118	8	0	4.3636	 	0	0
UL	0.419196	419	1	12	11	1	1	0	3617	9	0	4.59824 	0	0
DL	0.41925	419	2	1	11	1	1	0	3118	8	0	4.50107	 	0	0
UL	0.419296	419	2	12	11	1	1	0	3617	9	0	4.50186 	0	6.38806e-10
DL	0.41935	419	3	1	11	1	1	0	3118	8	0	4.5287	 	0	0
UL	0.419396	419	3	12	11	1	1	0	3617	9	0	4.30563 	0	0
DL	0.41945	419	4	1	11	1	1	0	3118	8	0	4.44587	 	0	0
UL	0.419496	419	4	12	11	1	1	0	3617	9	0	4.03699 	0	2.31803e-11
DL	0.41955	419	5	1	11	1	1	0	3118	8	0	4.2678	 	0	0
UL	0.419596	419	5	12	11	1	1	0	3617	9	0	3.74185 	0	4.95103e-06
DL	0.41965	419	6	1	11	1	1	0	3118	8	0	4.02624	 	0	0
UL	0.419696	419	6	12	11	1	1	0	3617	9	0	3.48151 	0	1.9305e-10
DL	0.41975	419	7	1	11	1	1	0	3118	8	0	3.76914	 	0	0
UL	0.419796	419	7	12	11	1	1	0	3617	9	0	3.31995 	0	0.00549923
DL	0.41985	419	8	1	11	1	1	0	3118	8	0	3.55535	 	0	0
UL	0.419896	419	8	12	11	1	1	0	3617	9	0	3.30128 	0	0.374825
DL	0.41995	419	9	1	11	1	1	0	3118	8	0	3.4403	 	0	4.10592e-05
UL	0.419996	419	9	12	11	1	1	0	3617	9	0	3.42902 	0	0.0172131
DL	0.42005	420	0	1	11	1	1	0	3118	8	0	3.45524	 	0	0
UL	0.420096	420	0	12	11	1	1	0	3617	9	0	3.6643 	0	4.85269e-08
DL	0.42015	420	1	1	11	1	1	0	3118	8	0	3.59275	 	0	0
UL	0.420196	420	1	12	11	1	1	0	3118	8	0	3.94479 	0	0
DL	0.42025	420	2	1	11	1	1	0	3118	8	0	3.81037	 	0	0
UL	0.420296	420	2	12	11	1	1	0	3617	9	0	4.20824 	0	1.19633e-09
DL	0.42035	420	3	1	11	1	1	0	3118	8	0	4.04942	 	0	0
UL	0.420396	420	3	12	11	1	1	0	3617	9	0	4.40672 	0	0
DL	0.42045	420	4	1	11	1	1	0	3118	8	0	4.25435	 	0	0
UL	0.420496	420	4	12	11	1	1	0	3617	9	0	4.51079 	0	0
DL	0.42055	420	5	1	11	1	1	0	3118	8	0	4.38348	 	0	0
UL	0.420596	420	5	12	11	1	1	0	3617	9	0	4.50907 	0	1.44836e-10
DL	0.42065	420	6	1	11	1	1	0	3118	8	0	4.41222	 	0	0
UL	0.420696	420	6	12	11	1	1	0	3617	9	0	4.40688 	0	0
DL	0.42075	420	7	1	11	1	1	0	3118	8	0	4.33292	 	0	0
UL	0.420796	420	7	12	11	1	1	0	3617	9	0	4.22578 	0	5.55112e-16
DL	0.42085	420	8	1	11	1	1	0	3118	8	0	4.15453	 	0	0
UL	0.420896	420	8	12	11	1	1	0	3617	9	0	4.00365 	1	0.953718
DL	0.42095	420	9	1	11	1	1	0	3118	8	0	3.90389	 	0	0
UL	0.420996	420	9	12	11	1	1	0	3617	9	0	3.79235 	0	1.34103e-06
DL	0.42105	421	0	1	11	1	1	0	3118	8	0	3.62691	 	0	0
UL	0.421096	421	0	12	11	1	1	0	3617	9	0	3.64843 	0	0.00174458
DL	0.42115	421	1	1	11	1	1	0	3118	8	0	3.3852	 	0	1.11022e-15
UL	0.421196	421	1	12	11	1	1	0	3118	8	0	3.61593 	0	0
DL	0.42125	421	2	1	11	1	1	0	3118	8	0	3.24317	 	0	0
UL	0.421296	421	2	12	11	1	1	0	3617	9	0	3.70792 	0	0.0463956
DL	0.42135	421	3	1	11	1	1	0	3118	8	0	3.24519	 	0	0
UL	0.421396	421	3	12	11	1	1	0	3617	9	0	3.90028 	0	0.232163
DL	0.42145	421	4	1	11	1	1	0	3118	8	0	3.39457	 	0	0
UL	0.421496	421	4	12	11	1	1	0	3118	8	0	4.14298 	0	0
DL	0.42155	421	5	1	11	1	1	0	3118	8	0	3.65179	 	0	0
UL	0.421596	421	5	12	11	1	1	0	3617	9	0	4.37928 	0	5.75835e-08
DL	0.42165	421	6	1	11	1	1	0	3118	8	0	3.95359	 	0	0
UL	0.421696	421	6	12	11	1	1	0	3118	8	0	4.56061 	0	0
DL	0.42175	421	7	1	11	1	1	0	3118	8	0	4.23669	 	0	0
UL	0.421796	421	7	12	11	1	1	0	3617	9	0	4.65328 	0	6.61897e-09
DL	0.42185	421	8	1	11	1	1	0	3118	8	0	4.45239	 	0	0
UL	0.421896	421	8	12	11	1	1	0	3617	9	0	4.63953 	0	3.33067e-15
DL	0.42195	421	9	1	11	1	1	0	3118	8	0	4.57047	 	0	0
UL	0.421996	421	9	12	11	1	1	0	3617	9	0	4.51705 	0	1.82861e-07
DL	0.42205	422	0	1	11	1	1	0	3118	8	0	4.57801	 	0	0
UL	0.422096	422	0	12	11	1	1	0	3617	9	0	4.2993 	0	8.10463e-14
DL	0.42215	422	1	1	11	1	1	0	3118	8	0	4.47805	 	0	0
UL	0.422196	422	1	12	11	1	1	0	3617	9	0	4.01702 	0	5.70409e-08
DL	0.42225	422	2	1	11	1	1	0	3118	8	0	4.28929	 	0	0
UL	0.422296	422	2	12	11	1	1	0	3617	9	0	3.71903 	0	7.92419e-10
DL	0.42235	422	3	1	11	1	1	0	3118	8	0	4.04667	 	0	0
UL	0.422396	422	3	12	11	1	1	0	3617	9	0	3.46781 	0	0
DL	0.42245	422	4	1	11	1	1	0	3118	8	0	3.80024	 	0	0
UL	0.422496	422	4	12	11	1	1	0	3617	9	0	3.32486 	0	0.00227944
DL	0.42255	422	5	1	11	1	1	0	3118	8	0	3.60827	 	0	0
UL	0.422596	422	5	12	11	1	1	0	3617	9	0	3.32747 	0	0.258403
DL	0.42265	422	6	1	11	1	1	0	3118	8	0	3.52133	 	0	0
UL	0.422696	422	6	12	11	1	1	0	3617	9	0	3.4708 	0	0.0342528
DL	0.42275	422	7	1	11	1	1	0	3118	8	0	3.56254	 	0	1.11022e-15
UL	0.422796	422	7	12	11	1	1	0	3617	9	0	3.71013 	1	0.740601
DL	0.42285	422	8	1	11	1	1	0	3118	8	0	3.71671	 	0	2.49023e-12
UL	0.422896	422	8	12	11	1	1	0	3118	8	0	3.98192 	0	0
DL	0.42295	422	9	1	11	1	1	0	3118	8	0	3.9376	 	0	1.90833e-10
UL	0.422996	422	9	12	11	1	1	0	3617	9	0	4.22618 	0	9.1277e-05
DL	0.42305	423	0	1	11	1	1	0	3118	8	0	4.16727	 	0	4.55191e-14
UL	0.423096	423	0	12	11	1	1	0	3118	8	0	4.39848 	0	0
DL	0.42315	423	1	1	11	1	1	0	3118	8	0	4.35359	 	0	0
UL	0.423196	423	1	12	11	1	1	0	3617	9	0	4.47281 	0	5.00711e-13
